Rep,Quadrat Edge Length,Sampling Method,True Mussel Density,Total Mussels,Total Rare Mussels,Total Medium Mussels,Total Common Mussels,Detectability of Rare Mussels,Detectability of Medium-Rare Mussels,Detectability of Common Mussels,Spatial Distribution,Number of clumps,Poisson mean,Matern Clump Placement,Variance to Mean Ratio,SRS Num Quadrats,Number Transects,Number Quadrats Per Transect,ACS Num Quadrats,ACS Max Clusters,Timed Search variable Search mode,Timed Search max PH,Timed Search detect reduction,Total Quadrats Sampled,Total Mussels in Quadrats,Rare Mussels in Quadrats,Medium Rare Mussels in Quadrats,Common Mussels in Quadrats,Total Mussels Detected,Rare Mussels Detected,Medium Mussels Detected,Common Mussels Detected,Person Hours Searched,Sum of Quadrats per Surveyor,Mean Probability of Detection for Sampled Mussels,Mean Times Sampled Mussel is Sampled,Mussels detected by Surveyor 1,Mussels detected by Surveyor 2,Mussels detected by Surveyor 3,Estimated Density,Sample CV,Mussels Per Person Hour,HH metric,HH Variance,
39,0.5,timed-search,0.1,50,5,13,32,1,1,1,random,5,6,Randomly placed,1.014999999999981,1999,0,5,10,2000,true,4.5,0,426,8,2,2,4,8,2,2,4,4.523124999999987,537,1,1.375,1,3,4,0,NA,1.768688683156009,0,0,
43,0.5,timed-search,0.1,50,6,12,32,1,1,1,random,5,6,Randomly placed,1.0149999999999844,1999,0,5,10,2000,true,4.5,0,394,7,0,3,4,7,0,3,4,4.514374999999944,532,1,1.4285714285714286,3,3,1,0,NA,1.550602242835406,0,0,
41,0.5,timed-search,0.1,50,3,13,34,1,1,1,random,5,6,Randomly placed,0.9749999999999838,1999,0,5,10,2000,true,4.5,0,407,9,0,1,8,9,0,1,8,4.510624999999974,534,1,1.3333333333333333,2,4,3,0,NA,1.9952889012054984,0,0,
42,0.5,timed-search,0.1,50,5,11,34,1,1,1,random,5,6,Randomly placed,0.9749999999999801,1999,0,5,10,2000,true,4.5,0,410,8,0,2,6,8,0,2,6,4.504999999999975,534,1,1.375,2,5,1,0,NA,1.7758046614872462,0,0,
40,0.5,timed-search,0.1,50,8,8,34,1,1,1,random,5,6,Randomly placed,1.0149999999999848,1999,0,5,10,2000,true,4.5,0,395,11,2,2,7,11,2,2,7,4.520624999999984,537,1,2,6,1,4,0,NA,2.433291856767602,0,0,
46,0.5,timed-search,0.1,50,7,5,38,1,1,1,random,5,6,Randomly placed,1.0149999999999808,1999,0,5,10,2000,true,4.5,0,436,9,0,0,9,9,0,0,9,4.502499999999971,534,1,1.7777777777777777,3,4,2,0,NA,1.9988895058301073,0,0,
47,0.5,timed-search,0.1,50,6,8,36,1,1,1,random,5,6,Randomly placed,1.0149999999999817,1999,0,5,10,2000,true,4.5,0,393,12,1,1,10,12,1,1,10,4.502499999999998,535,1,1.3333333333333333,2,6,4,0,NA,2.6651860077734604,0,0,
50,0.5,timed-search,0.1,50,5,6,39,1,1,1,random,5,6,Randomly placed,0.974999999999982,1999,0,5,10,2000,true,4.5,0,391,9,1,1,7,9,1,1,7,4.500624999999972,534,1,1.7777777777777777,3,3,3,0,NA,1.999722260797124,0,0,
48,0.5,timed-search,0.1,50,8,7,35,1,1,1,random,5,6,Randomly placed,1.0149999999999846,1999,0,5,10,2000,true,4.5,0,403,13,2,1,10,13,2,1,10,4.512499999999987,537,1,1.5384615384615385,5,3,5,0,NA,2.8808864265928062,0,0,
45,0.5,timed-search,0.1,50,9,13,28,1,1,1,random,5,6,Randomly placed,0.9749999999999848,1999,0,5,10,2000,true,4.5,0,416,6,0,4,2,6,0,4,2,4.521874999999982,535,1,1.3333333333333333,2,3,1,0,NA,1.3268832066344214,0,0,
44,0.5,timed-search,0.1,50,7,7,36,1,1,1,random,5,6,Randomly placed,1.0149999999999821,1999,0,5,10,2000,true,4.5,0,449,7,0,4,3,7,0,4,3,4.518749999999982,534,1,1.1428571428571428,3,2,2,0,NA,1.5491009681881112,0,0,
49,0.5,timed-search,0.1,50,7,12,31,1,1,1,random,5,6,Randomly placed,0.9749999999999827,1999,0,5,10,2000,true,4.5,0,392,11,0,2,9,11,0,2,9,4.5037499999999815,536,1,1.4545454545454546,5,3,3,0,NA,2.4424091035248505,0,0,
52,0.5,timed-search,0.1,50,1,6,43,1,1,1,random,5,6,Randomly placed,1.0149999999999808,1999,0,5,10,2000,true,4.5,0,408,12,1,2,9,12,1,2,9,4.5156249999999565,534,1,1.3333333333333333,5,3,4,0,NA,2.6574394463668076,0,0,
55,0.5,timed-search,0.1,50,5,10,35,1,1,1,random,5,6,Randomly placed,0.9749999999999827,1999,0,5,10,2000,true,4.5,0,382,8,2,2,4,8,2,2,4,4.51562499999998,535,1,1.75,1,3,4,0,NA,1.7716262975778627,0,0,
51,0.5,timed-search,0.1,50,7,6,37,1,1,1,random,5,6,Randomly placed,0.9749999999999823,1999,0,5,10,2000,true,4.5,0,422,11,0,2,9,11,0,2,9,4.501874999999967,533,1,1.5454545454545454,4,5,2,0,NA,2.443426350131907,0,0,
60,0.5,timed-search,0.1,50,7,2,41,1,1,1,random,5,6,Randomly placed,0.9749999999999814,1999,0,5,10,2000,true,4.5,0,391,12,1,0,11,12,1,0,11,4.523749999999981,538,1,1.5833333333333333,4,3,5,0,NA,2.6526664824537276,0,0,
59,0.5,timed-search,0.1,50,8,12,30,1,1,1,random,5,6,Randomly placed,1.0549999999999833,1999,0,5,10,2000,true,4.5,0,435,10,3,0,7,10,3,0,7,4.523749999999983,537,1,1.2,3,4,3,0,NA,2.210555402044772,0,0,
68,0.5,timed-search,0.1,50,3,15,32,1,1,1,random,5,6,Randomly placed,0.9749999999999805,1999,0,5,10,2000,true,4.5,0,409,11,1,3,7,11,1,3,7,4.5068749999999875,535,1,1.7272727272727273,4,3,4,0,NA,2.4407155734294896,0,0,
67,0.5,timed-search,0.1,50,4,6,40,1,1,1,random,5,6,Randomly placed,0.9749999999999864,1999,0,5,10,2000,true,4.5,0,416,12,1,3,8,12,1,3,8,4.523749999999967,535,1,1.4166666666666667,8,2,2,0,NA,2.652666482453736,0,0,
56,0.5,timed-search,0.1,50,6,4,40,1,1,1,random,5,6,Randomly placed,1.0149999999999826,1999,0,5,10,2000,true,4.5,0,396,10,1,0,9,10,1,0,9,4.511249999999992,536,1,1.5,4,6,0,0,NA,2.216680520919926,0,0,
53,0.5,timed-search,0.1,50,4,7,39,1,1,1,random,5,6,Randomly placed,0.9749999999999825,1999,0,5,10,2000,true,4.5,0,431,8,0,1,7,8,0,1,7,4.5093749999999835,534,1,1.375,2,4,2,0,NA,1.7740817740817805,0,0,
66,0.5,timed-search,0.1,50,5,5,40,1,1,1,random,5,6,Randomly placed,1.0149999999999826,1999,0,5,10,2000,true,4.5,0,435,7,2,0,5,7,2,0,5,4.511249999999958,531,1,1,1,2,4,0,NA,1.5516763646439602,0,0,
62,0.5,timed-search,0.1,50,9,7,34,1,1,1,random,5,6,Randomly placed,1.0149999999999852,1999,0,5,10,2000,true,4.5,0,419,11,1,1,9,11,1,1,9,4.505624999999976,534,1,1.4545454545454546,4,1,6,0,NA,2.441392703565001,0,0,
58,0.5,timed-search,0.1,50,10,6,34,1,1,1,random,5,6,Randomly placed,1.054999999999983,1999,0,5,10,2000,true,4.5,0,385,11,2,0,9,11,2,0,9,4.504999999999975,536,1,2,6,3,2,0,NA,2.4417314095449636,0,0,
69,0.5,timed-search,0.1,50,6,7,37,1,1,1,random,5,6,Randomly placed,1.0149999999999826,1999,0,5,10,2000,true,4.5,0,428,9,1,1,7,9,1,1,7,4.503749999999979,534,1,1.4444444444444444,1,4,4,0,NA,1.998334721065788,0,0,
54,0.5,timed-search,0.1,50,6,8,36,1,1,1,random,5,6,Randomly placed,0.9749999999999854,1999,0,5,10,2000,true,4.5,0,419,13,4,1,8,13,4,1,8,4.513124999999963,535,1,1.3846153846153846,2,2,9,0,NA,2.880487467109842,0,0,
63,0.5,timed-search,0.1,50,3,7,40,1,1,1,random,5,6,Randomly placed,0.9749999999999868,1999,0,5,10,2000,true,4.5,0,389,14,0,3,11,14,0,3,11,4.520624999999963,536,1,1.4285714285714286,4,5,5,0,NA,3.0969169086133257,0,0,
61,0.5,timed-search,0.1,50,7,10,33,1,1,1,random,5,6,Randomly placed,1.0149999999999866,1999,0,5,10,2000,true,4.5,0,400,17,1,2,14,17,1,2,14,4.513124999999965,535,1,1.0588235294117647,7,3,7,0,NA,3.766791303143638,0,0,
72,0.5,timed-search,0.1,50,2,6,42,1,1,1,random,5,6,Randomly placed,1.0149999999999806,1999,0,5,10,2000,true,4.5,0,402,9,0,2,7,9,0,2,7,4.511249999999998,537,1,1.1111111111111112,4,0,5,0,NA,1.9950124688279312,0,0,
57,0.5,timed-search,0.1,50,2,6,42,1,1,1,random,5,6,Randomly placed,0.9749999999999843,1999,0,5,10,2000,true,4.5,0,445,8,1,0,7,8,1,0,7,4.500624999999967,532,1,1.375,2,3,3,0,NA,1.7775308984863345,0,0,
74,0.5,timed-search,0.1,50,8,6,36,1,1,1,random,5,6,Randomly placed,1.0149999999999804,1999,0,5,10,2000,true,4.5,0,411,12,0,1,11,12,0,1,11,4.506874999999991,537,1,1.6666666666666667,2,5,5,0,NA,2.662598807377623,0,0,
65,0.5,timed-search,0.1,50,2,7,41,1,1,1,random,5,6,Randomly placed,0.9749999999999823,1999,0,5,10,2000,true,4.5,0,399,9,1,0,8,9,1,0,8,4.500625,535,1,1.5555555555555556,3,1,5,0,NA,1.9997222607971115,0,0,
75,0.5,timed-search,0.1,50,7,8,35,1,1,1,random,5,6,Randomly placed,0.9749999999999839,1999,0,5,10,2000,true,4.5,0,400,6,1,1,4,6,1,1,4,4.518124999999977,535,1,2.1666666666666665,2,3,1,0,NA,1.3279845068474267,0,0,
78,0.5,timed-search,0.1,50,4,9,37,1,1,1,random,5,6,Randomly placed,1.0549999999999824,1999,0,5,10,2000,true,4.5,0,417,11,0,2,9,11,0,2,9,4.514374999999967,536,1,1.7272727272727273,3,4,4,0,NA,2.4366606673127684,0,0,
71,0.5,timed-search,0.1,50,4,6,40,1,1,1,random,5,6,Randomly placed,0.974999999999982,1999,0,5,10,2000,true,4.5,0,387,11,1,1,9,11,1,1,9,4.523124999999982,537,1,1.4545454545454546,5,2,4,0,NA,2.431946939339515,0,0,
83,0.5,timed-search,0.1,50,3,14,33,1,1,1,random,5,6,Randomly placed,0.9749999999999804,1999,0,5,10,2000,true,4.5,0,371,13,0,5,8,13,0,5,8,4.504374999999992,537,1,1.6153846153846154,4,5,4,0,NA,2.8860829748855332,0,0,
64,0.5,timed-search,0.1,50,6,8,36,1,1,1,random,5,6,Randomly placed,0.9749999999999853,1999,0,5,10,2000,true,4.5,0,425,9,0,0,9,9,0,0,9,4.504374999999974,534,1,1.2222222222222223,0,6,3,0,NA,1.998057444151531,0,0,
70,0.5,timed-search,0.1,50,6,8,36,1,1,1,random,5,6,Randomly placed,0.9749999999999837,1999,0,5,10,2000,true,4.5,0,432,6,2,0,4,6,2,0,4,4.519999999999971,533,1,1.3333333333333333,1,3,2,0,NA,1.3274336283185926,0,0,
79,0.5,timed-search,0.1,50,7,7,36,1,1,1,random,5,6,Randomly placed,1.0549999999999875,1999,0,5,10,2000,true,4.5,0,398,7,1,2,4,7,1,2,4,4.503749999999987,534,1,1.1428571428571428,1,2,4,0,NA,1.554260338606721,0,0,
73,0.5,timed-search,0.1,50,5,7,38,1,1,1,random,5,6,Randomly placed,0.974999999999982,1999,0,5,10,2000,true,4.5,0,435,8,0,1,7,8,0,1,7,4.524999999999983,537,1,1.125,2,4,2,0,NA,1.7679558011049792,0,0,
77,0.5,timed-search,0.1,50,3,6,41,1,1,1,random,5,6,Randomly placed,1.0149999999999844,1999,0,5,10,2000,true,4.5,0,437,7,0,1,6,7,0,1,6,4.506249999999963,532,1,1,2,3,2,0,NA,1.5533980582524398,0,0,
93,0.5,timed-search,0.1,50,5,2,43,1,1,1,random,5,6,Randomly placed,0.9749999999999827,1999,0,5,10,2000,true,4.5,0,402,12,1,0,11,12,1,0,11,4.511249999999977,536,1,1.4166666666666667,3,4,5,0,NA,2.6600166251039203,0,0,
90,0.5,timed-search,0.1,50,3,13,34,1,1,1,random,5,6,Randomly placed,0.9749999999999804,1999,0,5,10,2000,true,4.5,0,432,8,1,0,7,8,1,0,7,4.514999999999988,535,1,1.125,0,3,5,0,NA,1.7718715393134044,0,0,
89,0.5,timed-search,0.1,50,3,10,37,1,1,1,random,5,6,Randomly placed,0.9749999999999843,1999,0,5,10,2000,true,4.5,0,396,10,1,2,7,10,1,2,7,4.511875000000003,537,1,1.8,5,3,2,0,NA,2.2163734589278277,0,0,
84,0.5,timed-search,0.1,50,5,4,41,1,1,1,random,5,6,Randomly placed,1.014999999999983,1999,0,5,10,2000,true,4.5,0,428,10,2,0,8,10,2,0,8,4.523124999999969,536,1,1.3,7,1,2,0,NA,2.21086085394502,0,0,
88,0.5,timed-search,0.1,50,5,4,41,1,1,1,random,5,6,Randomly placed,1.0149999999999832,1999,0,5,10,2000,true,4.5,0,409,14,1,1,12,14,1,1,12,4.514999999999973,536,1,1,2,7,5,0,NA,3.100775193798468,0,0,
80,0.5,timed-search,0.1,50,4,5,41,1,1,1,random,5,6,Randomly placed,1.0549999999999853,1999,0,5,10,2000,true,4.5,0,407,8,2,0,6,8,2,0,6,4.506874999999989,534,1,1,1,4,3,0,NA,1.7750658715850827,0,0,
76,0.5,timed-search,0.1,50,5,5,40,1,1,1,random,5,6,Randomly placed,1.0149999999999804,1999,0,5,10,2000,true,4.5,0,400,10,0,2,8,10,0,2,8,4.504374999999984,535,1,2,3,3,4,0,NA,2.2200638268350295,0,0,
92,0.5,timed-search,0.1,50,4,8,38,1,1,1,random,5,6,Randomly placed,0.9749999999999839,1999,0,5,10,2000,true,4.5,0,413,11,1,2,8,11,1,2,8,4.508749999999991,536,1,1.4545454545454546,3,6,2,0,NA,2.4397005822012803,0,0,
94,0.5,timed-search,0.1,50,4,4,42,1,1,1,random,5,6,Randomly placed,1.0149999999999824,1999,0,5,10,2000,true,4.5,0,431,9,0,0,9,9,0,0,9,4.518124999999971,537,1,1.5555555555555556,2,5,2,0,NA,1.991976760271143,0,0,
95,0.5,timed-search,0.1,50,4,7,39,1,1,1,random,5,6,Randomly placed,1.0149999999999848,1999,0,5,10,2000,true,4.5,0,389,10,1,2,7,10,1,2,7,4.504374999999985,536,1,1.4,5,5,0,0,NA,2.2200638268350286,0,0,
81,0.5,timed-search,0.1,50,5,6,39,1,1,1,random,5,6,Randomly placed,0.9749999999999809,1999,0,5,10,2000,true,4.5,0,437,5,1,1,3,5,1,1,3,4.508124999999966,533,1,1.2,2,0,3,0,NA,1.1091085539997312,0,0,
85,0.5,timed-search,0.1,50,6,13,31,1,1,1,random,5,6,Randomly placed,1.0549999999999833,1999,0,5,10,2000,true,4.5,0,428,11,1,4,6,11,1,4,6,4.516249999999967,535,1,1.2727272727272727,1,6,4,0,NA,2.435649045114881,0,0,
96,0.5,timed-search,0.1,50,4,8,38,1,1,1,random,5,6,Randomly placed,0.9749999999999831,1999,0,5,10,2000,true,4.5,0,393,11,1,2,8,11,1,2,8,4.511874999999963,534,1,1.4545454545454546,2,1,8,0,NA,2.438010804820632,0,0,
91,0.5,timed-search,0.1,50,7,10,33,1,1,1,random,5,6,Randomly placed,0.9749999999999818,1999,0,5,10,2000,true,4.5,0,407,10,1,2,7,10,1,2,7,4.504374999999981,533,1,1.6,6,2,2,0,NA,2.220063826835031,0,0,
86,0.5,timed-search,0.1,50,8,7,35,1,1,1,random,5,6,Randomly placed,0.9749999999999827,1999,0,5,10,2000,true,4.5,0,427,12,1,1,10,12,1,1,10,4.514999999999966,535,1,1.1666666666666667,4,5,3,0,NA,2.6578073089701197,0,0,
97,0.5,timed-search,0.1,50,8,7,35,1,1,1,random,5,6,Randomly placed,1.0549999999999844,1999,0,5,10,2000,true,4.5,0,409,10,1,2,7,10,1,2,7,4.503749999999976,535,1,1.5,3,4,3,0,NA,2.220371912295321,0,0,
82,0.5,timed-search,0.1,50,3,5,42,1,1,1,random,5,6,Randomly placed,0.9749999999999815,1999,0,5,10,2000,true,4.5,0,412,9,2,1,6,9,2,1,6,4.519374999999986,538,1,1.6666666666666667,3,3,3,0,NA,1.9914258055594032,0,0,
98,0.5,timed-search,0.1,50,4,13,33,1,1,1,random,5,6,Randomly placed,1.0149999999999852,1999,0,5,10,2000,true,4.5,0,409,10,0,3,7,10,0,3,7,4.520624999999992,537,1,1.6,2,3,5,0,NA,2.212083506152361,0,0,
100,0.5,timed-search,0.1,50,2,7,41,1,1,1,random,5,6,Randomly placed,0.9749999999999829,1999,0,5,10,2000,true,4.5,0,399,8,0,0,8,8,0,0,8,4.509999999999993,537,1,1.25,3,1,4,0,NA,1.7738359201773866,0,0,
