Rep,Quadrat Edge Length,Sampling Method,True Mussel Density,Total Mussels,Total Rare Mussels,Total Medium Mussels,Total Common Mussels,Detectability of Rare Mussels,Detectability of Medium-Rare Mussels,Detectability of Common Mussels,Spatial Distribution,Number of clumps,Poisson mean,Matern Clump Placement,Variance to Mean Ratio,SRS Num Quadrats,Number Transects,Number Quadrats Per Transect,ACS Num Quadrats,ACS Max Clusters,Timed Search variable Search mode,Timed Search max PH,Timed Search detect reduction,Total Quadrats Sampled,Total Mussels in Quadrats,Rare Mussels in Quadrats,Medium Rare Mussels in Quadrats,Common Mussels in Quadrats,Total Mussels Detected,Rare Mussels Detected,Medium Mussels Detected,Common Mussels Detected,Person Hours Searched,Sum of Quadrats per Surveyor,Mussels detected by Surveyor 1,Mussels detected by Surveyor 2,Mussels detected by Surveyor 3,Estimated Density,Sample CV,Mussels Per Person Hour,HH metric,HH Variance,
23,0.5,simple-random-sample,0.01,5,1,0,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000525,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
37,0.5,simple-random-sample,0.01,5,1,2,2,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000249,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
34,0.5,simple-random-sample,0.01,5,0,0,5,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000345,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
39,0.5,simple-random-sample,0.01,5,0,2,3,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000589,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
24,0.5,simple-random-sample,0.01,5,2,0,3,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000173,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
29,0.5,simple-random-sample,0.01,5,0,0,5,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000667,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
36,0.5,simple-random-sample,0.01,5,0,0,5,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.99750000000005,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
38,0.5,simple-random-sample,0.01,5,0,1,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000249,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
40,0.5,simple-random-sample,0.01,5,0,2,3,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000114,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
41,0.5,simple-random-sample,0.01,5,2,1,2,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.997500000000044,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
33,0.5,simple-random-sample,0.01,5,1,2,2,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000588,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
35,0.5,simple-random-sample,0.01,5,1,2,2,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000136,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
42,0.5,simple-random-sample,0.01,5,1,0,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000364,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
44,0.5,simple-random-sample,0.01,5,3,0,2,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000556,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
45,0.5,simple-random-sample,0.01,5,0,0,5,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000437,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
52,0.5,simple-random-sample,0.01,5,0,0,5,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000591,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
49,0.5,simple-random-sample,0.01,5,0,2,3,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000315,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
43,0.5,simple-random-sample,0.01,5,0,1,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000462,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
47,0.5,simple-random-sample,0.01,5,0,0,5,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000407,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
50,0.5,simple-random-sample,0.01,5,1,0,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000129,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
57,0.5,simple-random-sample,0.01,5,0,2,3,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000376,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
53,0.5,simple-random-sample,0.01,5,0,1,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000295,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
48,0.5,simple-random-sample,0.01,5,0,0,5,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000563,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
56,0.5,simple-random-sample,0.01,5,0,0,5,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000167,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
58,0.5,simple-random-sample,0.01,5,0,0,5,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000734,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
54,0.5,simple-random-sample,0.01,5,0,0,5,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000235,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
51,0.5,simple-random-sample,0.01,5,0,0,5,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000683,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
46,0.5,simple-random-sample,0.01,5,1,0,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000648,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
55,0.5,simple-random-sample,0.01,5,1,4,0,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000293,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
59,0.5,simple-random-sample,0.01,5,0,0,5,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000138,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
63,0.5,simple-random-sample,0.01,5,0,3,2,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000197,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
62,0.5,simple-random-sample,0.01,5,1,0,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000506,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
61,0.5,simple-random-sample,0.01,5,1,1,3,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.997500000000049,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
67,0.5,simple-random-sample,0.01,5,0,0,5,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000502,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
64,0.5,simple-random-sample,0.01,5,0,1,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000489,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
66,0.5,simple-random-sample,0.01,5,0,1,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.997500000000019,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
71,0.5,simple-random-sample,0.01,5,1,1,3,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.997500000000061,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
68,0.5,simple-random-sample,0.01,5,1,1,3,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000456,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
72,0.5,simple-random-sample,0.01,5,1,1,3,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000449,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
74,0.5,simple-random-sample,0.01,5,0,0,5,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000348,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
69,0.5,simple-random-sample,0.01,5,2,2,1,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000397,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
73,0.5,simple-random-sample,0.01,5,0,2,3,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.997500000000058,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
70,0.5,simple-random-sample,0.01,5,1,1,3,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000209,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
77,0.5,simple-random-sample,0.01,5,0,2,3,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000255,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
65,0.5,simple-random-sample,0.01,5,0,2,3,1,1,1,Clumped-Poisson,5,3,Randomly placed,1.3975000000000477,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
79,0.5,simple-random-sample,0.01,5,1,1,3,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000213,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
80,0.5,simple-random-sample,0.01,5,1,0,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000623,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
60,0.5,simple-random-sample,0.01,5,0,0,5,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000173,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
76,0.5,simple-random-sample,0.01,5,1,1,3,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000259,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
81,0.5,simple-random-sample,0.01,5,0,1,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000256,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
75,0.5,simple-random-sample,0.01,5,2,1,2,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000651,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
82,0.5,simple-random-sample,0.01,5,0,1,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.997500000000065,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
83,0.5,simple-random-sample,0.01,5,0,1,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000591,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
78,0.5,simple-random-sample,0.01,5,0,0,5,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000152,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
84,0.5,simple-random-sample,0.01,5,1,0,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000175,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
85,0.5,simple-random-sample,0.01,5,0,2,3,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000385,15,0,0,0,0,true,0,0,15,1,0,0,1,1,0,0,1,0.125,0,0,0,0,0.26666666666666666,3.8729833462074175,0,0,0,
86,0.5,simple-random-sample,0.01,5,1,0,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.997500000000048,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
91,0.5,simple-random-sample,0.01,5,0,1,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000466,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
88,0.5,simple-random-sample,0.01,5,0,0,5,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000265,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
87,0.5,simple-random-sample,0.01,5,1,1,3,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.997500000000029,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
89,0.5,simple-random-sample,0.01,5,1,0,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000679,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
93,0.5,simple-random-sample,0.01,5,1,0,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000558,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
90,0.5,simple-random-sample,0.01,5,1,1,3,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000278,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
97,0.5,simple-random-sample,0.01,5,0,1,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000431,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
96,0.5,simple-random-sample,0.01,5,0,1,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000329,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
92,0.5,simple-random-sample,0.01,5,2,0,3,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000249,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
94,0.5,simple-random-sample,0.01,5,1,2,2,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000428,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
98,0.5,simple-random-sample,0.01,5,1,0,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000422,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
99,0.5,simple-random-sample,0.01,5,0,0,5,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000339,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
101,0.5,simple-random-sample,0.01,5,1,0,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000532,30,0,0,0,0,true,0,0,30,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,NA,0,0,0,
95,0.5,simple-random-sample,0.01,5,1,0,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,1.397500000000064,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
100,0.5,simple-random-sample,0.01,5,0,1,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000194,15,0,0,0,0,true,0,0,15,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,NA,0,0,0,
102,0.5,simple-random-sample,0.01,5,1,0,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000527,30,0,0,0,0,true,0,0,30,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,NA,0,0,0,
104,0.5,simple-random-sample,0.01,5,1,0,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000445,30,0,0,0,0,true,0,0,30,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,NA,0,0,0,
109,0.5,simple-random-sample,0.01,5,0,1,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000409,30,0,0,0,0,true,0,0,30,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,NA,0,0,0,
106,0.5,simple-random-sample,0.01,5,0,1,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.997500000000054,30,0,0,0,0,true,0,0,30,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,NA,0,0,0,
110,0.5,simple-random-sample,0.01,5,0,3,2,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000135,30,0,0,0,0,true,0,0,30,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,NA,0,0,0,
107,0.5,simple-random-sample,0.01,5,0,1,4,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000306,30,0,0,0,0,true,0,0,30,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,NA,0,0,0,
103,0.5,simple-random-sample,0.01,5,1,1,3,1,1,1,Clumped-Poisson,5,3,Randomly placed,0.9975000000000317,30,0,0,0,0,true,0,0,30,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,NA,0,0,0,
